name,dept,adjustedcount,homepage,scholarid,profile_url,image_url,affiliation_from_scholar,keywords,top_papers
Uri Zwick,Tel Aviv University,27.96654,http://www.math.tau.ac.il/~zwick,wwkJvoMAAAAJ,https://scholar.google.com/citations?user=wwkJvoMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wwkJvoMAAAAJ&citpid=1,Tel Aviv University,,Color-coding (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=wwkJvoMAAAAJ&citation_for_view=wwkJvoMAAAAJ:u5HHmVD_uO8C); Approximate distance oracles (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=wwkJvoMAAAAJ&citation_for_view=wwkJvoMAAAAJ:qjMakFHDy7sC); Reachability and distance queries via 2-hop labels (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=wwkJvoMAAAAJ&citation_for_view=wwkJvoMAAAAJ:2osOgNQ5qMEC)
Wei Lu 0011,SUTD,27.96433,http://statnlp.org,pPInY4UAAAAJ,https://scholar.google.com/citations?user=pPInY4UAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pPInY4UAAAAJ&citpid=5,"James R. Mellor Professor, EECS, Univ of Michigan, IEEE Fellow. co-founder MemryX Inc, Crossbar Inc.",nanoelectronics; memory; memristor; neuromorphic; AI chip,Nanoscale memristor device as synapse in neuromorphic systems (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=pPInY4UAAAAJ&citation_for_view=pPInY4UAAAAJ:DkZNVXde3BIC); Nanoelectronics from the bottom up (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=pPInY4UAAAAJ&citation_for_view=pPInY4UAAAAJ:kF1pexMAQbMC); The future of electronics based on memristive systems (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=pPInY4UAAAAJ&citation_for_view=pPInY4UAAAAJ:jLZKTOxUWNYC)
Jimmy Lin,University of Waterloo,27.962527,https://cs.uwaterloo.ca/~jimmylin,0EWw1z8AAAAJ,https://scholar.google.com/citations?user=0EWw1z8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0EWw1z8AAAAJ&citpid=3,University of Waterloo,information retrieval; natural language processing; data management; big data,Evaluation of PICO as a Knowledge Representation for Clinical Questions (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0EWw1z8AAAAJ&citation_for_view=0EWw1z8AAAAJ:Se3iqnhoufwC); Data-Intensive Text Processing with MapReduce (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0EWw1z8AAAAJ&citation_for_view=0EWw1z8AAAAJ:LkGwnXOMwfcC); Searching for SNPs with Cloud Computing (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0EWw1z8AAAAJ&citation_for_view=0EWw1z8AAAAJ:WF5omc3nYNoC)
Ivan Titov,University of Edinburgh,27.91913,http://ivan-titov.org,FKUc3vsAAAAJ,https://scholar.google.com/citations?user=FKUc3vsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FKUc3vsAAAAJ&citpid=3,University of Edinburgh / University of Amsterdam,natural language processing; machine learning; interpretability,"Modeling relational data with graph convolutional networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=FKUc3vsAAAAJ&citation_for_view=FKUc3vsAAAAJ:SxCCDk4iOpsC); Analyzing Multi-Head Self-Attention: Specialized Heads Do the Heavy Lifting, the Rest Can Be Pruned (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=FKUc3vsAAAAJ&citation_for_view=FKUc3vsAAAAJ:sJPMR1oEGYQC); Encoding sentences with graph convolutional networks for semantic role labeling (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=FKUc3vsAAAAJ&citation_for_view=FKUc3vsAAAAJ:YB4bud6kWLwC)"
Jimeng Sun 0001,Univ. of Illinois at Urbana-Champaign,27.880229,http://sunlab.org,9jmmp5sAAAAJ,https://scholar.google.com/citations?user=9jmmp5sAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9jmmp5sAAAAJ&citpid=2,Professor at University of Illinois Urbana-Champaign,AI for healthcare; Machine learning for healthcare; deep learning for healthcare,RETAIN: An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=9jmmp5sAAAAJ&citation_for_view=9jmmp5sAAAAJ:dY-VugTTHzcC); Doctor ai: Predicting clinical events via recurrent neural networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=9jmmp5sAAAAJ&citation_for_view=9jmmp5sAAAAJ:-rwTIRUNLawC); Social influence analysis in large-scale networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=9jmmp5sAAAAJ&citation_for_view=9jmmp5sAAAAJ:2osOgNQ5qMEC)
Thomas Hofmann,ETH Zurich,27.837249,http://www.da.inf.ethz.ch/people/ThomasHofmann,T3hAyLkAAAAJ,https://scholar.google.com/citations?user=T3hAyLkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=T3hAyLkAAAAJ&citpid=2,"Professor of Computer Science, ETH Zurich",Machine Learning; Machine Intelligence; Natural Language Understanding,Probabilistic latent semantic indexing (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=T3hAyLkAAAAJ&citation_for_view=T3hAyLkAAAAJ:u5HHmVD_uO8C); Unsupervised learning by probabilistic latent semantic analysis (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=T3hAyLkAAAAJ&citation_for_view=T3hAyLkAAAAJ:u-x6o8ySG0sC); Kernel methods in machine learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=T3hAyLkAAAAJ&citation_for_view=T3hAyLkAAAAJ:W7OEmFMy1HYC)
Adnan Darwiche,Univ. of California - Los Angeles,27.81662,http://www.cs.ucla.edu/~darwiche,pygPWvEAAAAJ,https://scholar.google.com/citations?user=pygPWvEAAAAJ,,,,
Srini Devadas,Massachusetts Institute of Technology,27.770683,https://people.csail.mit.edu/devadas,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE,,,,
Russ Tedrake,Massachusetts Institute of Technology,27.734779,https://groups.csail.mit.edu/locomotion/russt.html,nxNkEiYAAAAJ,https://scholar.google.com/citations?user=nxNkEiYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nxNkEiYAAAAJ&citpid=2,"MIT (EECS, MechE, Aero/Astro) and Toyota Research Institute",Robotics; Control; Optimization; Non-smooth mechanics; Perception,"Efficient bipedal robots based on passive-dynamic walkers (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=nxNkEiYAAAAJ&citation_for_view=nxNkEiYAAAAJ:u5HHmVD_uO8C); Evaluating robustness of neural networks with mixed integer programming (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=nxNkEiYAAAAJ&citation_for_view=nxNkEiYAAAAJ:nrtMV_XWKgEC); Optimization-based locomotion planning, estimation, and control design for the atlas humanoid robot (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=nxNkEiYAAAAJ&citation_for_view=nxNkEiYAAAAJ:PELIpwtuRlgC)"
Huan Liu 0001,Arizona State University,27.72304,http://www.public.asu.edu/~huanliu,Dzf46C8AAAAJ,https://scholar.google.com/citations?user=Dzf46C8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Dzf46C8AAAAJ&citpid=4,"Regents Professor, Arizona State University",AI; Data Mining; Feature Selection; Social Computing; Social Media Mining,Feature selection for classification (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Dzf46C8AAAAJ&citation_for_view=Dzf46C8AAAAJ:u5HHmVD_uO8C); Fake news detection on social media: A data mining perspective (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Dzf46C8AAAAJ&citation_for_view=Dzf46C8AAAAJ:xlqdyEAzORMC); Feature selection: A data perspective (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Dzf46C8AAAAJ&citation_for_view=Dzf46C8AAAAJ:H08txkXQ-cAC)
Somesh Jha,University of Wisconsin - Madison,27.714633,http://pages.cs.wisc.edu/~jha,BaI7l8QAAAAJ,https://scholar.google.com/citations?user=BaI7l8QAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BaI7l8QAAAAJ&citpid=1,"Lubar Chair of Computer Science, University of Wisconsin",Trustworthy Machine Learning; Security; Formal methods; Programming Languages,The limitations of deep learning in adversarial settings (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=BaI7l8QAAAAJ&citation_for_view=BaI7l8QAAAAJ:k_7cPK9k7w8C); Practical black-box attacks against machine learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=BaI7l8QAAAAJ&citation_for_view=BaI7l8QAAAAJ:qwy9JoKyICEC); Distillation as a defense to adversarial perturbations against deep neural networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=BaI7l8QAAAAJ&citation_for_view=BaI7l8QAAAAJ:Hck25ST_3aIC)
Yong Li 0008,Tsinghua University,27.68553,http://fi.ee.tsinghua.edu.cn/~liyong,kmgzPeQAAAAJ,https://scholar.google.com/citations?user=kmgzPeQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kmgzPeQAAAAJ&citpid=4,"Professor, Electronic Engineering, Tsinghua University",Urban Science; Data Mining; AI for Science,"A survey of millimeter wave communications (mmWave) for 5G: opportunities and challenges (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=kmgzPeQAAAAJ&citation_for_view=kmgzPeQAAAAJ:WC9gN4BGCRcC); Vehicular fog computing: A viewpoint of vehicles as the infrastructures (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=kmgzPeQAAAAJ&citation_for_view=kmgzPeQAAAAJ:RoXSNcbkSzsC); Graph neural networks for recommender systems: Challenges, methods, and directions (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=kmgzPeQAAAAJ&citation_for_view=kmgzPeQAAAAJ:ybfzIt2tCtgC)"
Kasper Hornbæk,University of Copenhagen,27.68211,http://diku.dk/Ansatte/?pure=da/persons/141851,S6VMDA8AAAAJ,https://scholar.google.com/citations?user=S6VMDA8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=S6VMDA8AAAAJ&citpid=7,University of Copenhagen,Human-computer interaction; user interfaces; extended reality; haptics; theory,"Current practice in measuring usability: Challenges to usability studies and research (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=S6VMDA8AAAAJ&citation_for_view=S6VMDA8AAAAJ:u5HHmVD_uO8C); Measuring usability: are effectiveness, efficiency, and satisfaction really correlated? (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=S6VMDA8AAAAJ&citation_for_view=S6VMDA8AAAAJ:u-x6o8ySG0sC); Old wine in new bottles or novel challenges: a critical analysis of empirical studies of user experience (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=S6VMDA8AAAAJ&citation_for_view=S6VMDA8AAAAJ:KlAtU1dfN6UC)"
Sunita Sarawagi,IIT Bombay,27.59279,https://www.cse.iitb.ac.in/~sunita,Hg4HmTAAAAAJ,https://scholar.google.com/citations?user=Hg4HmTAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Hg4HmTAAAAAJ&citpid=1,"Indian Institute of Technology Bombay,  Mumbai, India.",Adaptation; Causal Inference; In-context learning; Semantic parsing,Information extraction (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Hg4HmTAAAAAJ&citation_for_view=Hg4HmTAAAAAJ:zYLM7Y9cAGgC); Discriminative methods for multi-labeled classification (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Hg4HmTAAAAAJ&citation_for_view=Hg4HmTAAAAAJ:W7OEmFMy1HYC); On the computation of multidimensional aggregates (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Hg4HmTAAAAAJ&citation_for_view=Hg4HmTAAAAAJ:u5HHmVD_uO8C)
Manmohan Krishna Chandraker,Univ. of California - San Diego,27.58699,http://cseweb.ucsd.edu/~mkchandraker,oPFCNk4AAAAJ,https://scholar.google.com/citations?user=oPFCNk4AAAAJ,,,,
Shiguang Shan,Chinese Academy of Sciences,27.55626,http://vipl.ict.ac.cn/view_people.php?id=12,Vkzd7MIAAAAJ,https://scholar.google.com/citations?user=Vkzd7MIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Vkzd7MIAAAAJ&citpid=20,"Professor of Institute of Computing Technology, Chinese Academy of Sciences",Computer Vision; Pattern Recognition; Machine Learning; Face Recognition,Local Gabor binary pattern histogram sequence (LGBPHS): a novel non-statistical model for face representation and recognition (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Vkzd7MIAAAAJ&citation_for_view=Vkzd7MIAAAAJ:u5HHmVD_uO8C); The CAS-PEAL large-scale Chinese face database and baseline evaluations (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Vkzd7MIAAAAJ&citation_for_view=Vkzd7MIAAAAJ:u-x6o8ySG0sC); WLD: A robust local image descriptor (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=Vkzd7MIAAAAJ&citation_for_view=Vkzd7MIAAAAJ:LkGwnXOMwfcC)
Daniel E. Koditschek,University of Pennsylvania,27.51785,http://www.seas.upenn.edu/~kod,K_PZFhEAAAAJ,https://scholar.google.com/citations?user=K_PZFhEAAAAJ,/citations/images/avatar_scholar_128.png,"Professor of Electrical and Systems Engineering, University of Pennsylvania",Robotics; Dynamical Systems,Exact robot navigation using artificial potential functions (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=K_PZFhEAAAAJ&citation_for_view=K_PZFhEAAAAJ:u5HHmVD_uO8C); RHex: A simple and highly mobile hexapod robot (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=K_PZFhEAAAAJ&citation_for_view=K_PZFhEAAAAJ:u-x6o8ySG0sC); Templates and anchors: neuromechanical hypotheses of legged locomotion on land (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=K_PZFhEAAAAJ&citation_for_view=K_PZFhEAAAAJ:d1gkVwhDpl0C)
Carsten Rother,Heidelberg University,27.51655,https://hci.iwr.uni-heidelberg.de/vislearn/people/carsten-rother,N_YNMIMAAAAJ,https://scholar.google.com/citations?user=N_YNMIMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=N_YNMIMAAAAJ&citpid=2,Professor Uni Heidelberg / Germany,computer vision; machine learning,""" GrabCut"" interactive foreground extraction using iterated graph cuts (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=N_YNMIMAAAAJ&citation_for_view=N_YNMIMAAAAJ:u5HHmVD_uO8C); Panoptic segmentation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=N_YNMIMAAAAJ&citation_for_view=N_YNMIMAAAAJ:GFxP56DSvIMC); TextonBoost: Joint Appearance, Shape and Context Modeling for Multi-class Object Recognition and Segmentation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=N_YNMIMAAAAJ&citation_for_view=N_YNMIMAAAAJ:u-x6o8ySG0sC)"
Tao Xiang 0002,University of Surrey,27.51308,http://www.eecs.qmul.ac.uk/~txiang,MeS5d4gAAAAJ,https://scholar.google.com/citations?user=MeS5d4gAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MeS5d4gAAAAJ&citpid=1,University of Surrey; Meta AI,computer vision; image processing; pattern recognition; data mining; machine learning,Learning to compare: Relation network for few-shot learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=MeS5d4gAAAAJ&citation_for_view=MeS5d4gAAAAJ:9c2xU6iGI7YC); Rethinking semantic segmentation from a sequence-to-sequence perspective with transformers (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=MeS5d4gAAAAJ&citation_for_view=MeS5d4gAAAAJ:owLR8QvbtFgC); Deep mutual learning (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=MeS5d4gAAAAJ&citation_for_view=MeS5d4gAAAAJ:_FM0Bhl9EiAC)
Matthias Hein 0001,University of Tübingen,27.49995,https://uni-tuebingen.de/en/faculties/faculty-of-science/departments/computer-science/lehrstuehle/machine-learning/team/prof-dr-matthias-hein,0ZAb3tsAAAAJ,https://scholar.google.com/citations?user=0ZAb3tsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0ZAb3tsAAAAJ&citpid=1,"Professor of Computer Science, University of Tübingen",Machine Learning; Optimization; Statistics,Reliable evaluation of adversarial robustness with an ensemble of diverse parameter-free attacks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0ZAb3tsAAAAJ&citation_for_view=0ZAb3tsAAAAJ:BwyfMAYsbu0C); Square attack: a query-efficient black-box adversarial attack via random search (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0ZAb3tsAAAAJ&citation_for_view=0ZAb3tsAAAAJ:vDijr-p_gm4C); Simple does it: Weakly supervised instance and semantic segmentation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0ZAb3tsAAAAJ&citation_for_view=0ZAb3tsAAAAJ:bnK-pcrLprsC)
David Jacobs 0001,University of Maryland - College Park,27.480119,https://www.cs.umd.edu/~djacobs,WH2KmRgAAAAJ,https://scholar.google.com/citations?user=WH2KmRgAAAAJ,/citations/images/avatar_scholar_128.png,"Professor of Computer Science, University of Maryland",Computer Vision,Lambertian reflectance and linear subspaces (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=WH2KmRgAAAAJ&citation_for_view=WH2KmRgAAAAJ:u-x6o8ySG0sC); End-to-end recovery of human shape and pose (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=WH2KmRgAAAAJ&citation_for_view=WH2KmRgAAAAJ:foquWX3nUaYC); Shape classification using the inner-distance (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=WH2KmRgAAAAJ&citation_for_view=WH2KmRgAAAAJ:zYLM7Y9cAGgC)
Kyunghyun Cho,New York University,27.437005,http://www.kyunghyuncho.me,0RAmmIAAAAAJ,https://scholar.google.com/citations?user=0RAmmIAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=0RAmmIAAAAAJ&citpid=6,"New York University, Genentech",Machine Learning; Deep Learning,Neural machine translation by jointly learning to align and translate (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0RAmmIAAAAAJ&citation_for_view=0RAmmIAAAAAJ:LhH-TYMQEocC); Learning Phrase Representations using RNN Encoder-Decoder for Statistical Machine Translation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0RAmmIAAAAAJ&citation_for_view=0RAmmIAAAAAJ:yMeIxYmEMEAC); Empirical evaluation of gated recurrent neural networks on sequence modeling (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=0RAmmIAAAAAJ&citation_for_view=0RAmmIAAAAAJ:Og1tA8FjbJAC)
